order_id,order_date,shipped_at,city,product_category,payment_method,quantity,unit_price,revenue,discount_pct,customer_rating,delivery_notes,tracking_ref,customer_ref
ORD-00149,2024-05-19,2024-05-22T12:24:00+08:00,,Toys,Cash on Delivery,8,913.98,pending,19.2,,Attempt #0149 — rider note B939,trk00149,
ORD-00150,2024-05-20,2024-05-25T09:44:00+08:00,Baguio,Books,Cash on Delivery,10,583.75,5129.78,10,,Attempt #0150 — rider note A986,TRK-2024-00150,cust.0150@mail.test
ORD-00151,2024-05-21,2024-05-23T15:47:00+08:00,Zamboanga,Home & Kitchen,GCash,12,623.77,6390.36,15.9,4,,PENDING-ASSIGN,
ORD-00152,2024-05-22,,Iloilo City,Sports,GCash,12,534.68,5335.63,16.8,,Barangay hall pickup,trk00152,WALK-IN
ORD-00153,2024-05-23,2024-05-24T06:55:00+08:00,Davao City,,Bank Transfer,12,,5925.59,,3,,PH-00153-X,cust.0153@mail.test
ORD-00154,2024-05-24,2024-05-28T10:03:00+08:00,,Apparel,Cash on Delivery,2,584.7,295.33,75.3,4,,trk00154,WALK-IN
ORD-00155,2024-05-25,2024-05-30T08:52:00Z,Bacoor,Apparel,Credit Card,8,849.1,,7.4,5,"Gift wrap requested, no invoice inside",TRK-2024-00155,WALK-IN
ORD-00156,2024-05-26,,Las Piñas,Beauty,Cash on Delivery,8,718.16,,,3,,PENDING-ASSIGN,cust.0156@mail.test
ORD-00157,2024-05-27,2024-05-29T07:53:00+08:00,Las Piñas,Apparel,Cash on Delivery,4,417.9,1464.4,,5,Attempt #0157 — rider note C648,TRK-2024-00157,CUST-0157
ORD-00158,2024-05-28,2024-06-01T17:41:00+08:00,Cagayan de Oro,Groceries,Credit Card,12,929.97,10716.81,,,Attempt #0158 — rider note B489,PH-00158-X,WALK-IN
ORD-00159,2024-05-28,2024-06-01T08:06:00+08:00,Parañaque,Electronics,Maya,5,581.43,627.77,,5,,TRK-2024-00159,CUST-0159
ORD-00160,2024-05-29,,Las Piñas,,Cash on Delivery,2,496.03,853.76,13.4,2,Attempt #0160 — rider note B345,PH-00160-X,
,2024-05-30,2024-06-01T19:51:00+08:00,Davao City,Apparel,Credit Card,3,714.22,443.24,,5,"Leave at gate, ring twice",,CUST-0161
ORD-00162,2024-05-31,2024-06-03T11:40:00+08:00,Dasmariñas,Apparel,Maya,11,639.62,7016.33,1.6,,"Buyer said ""urgent"" delivery",PENDING-ASSIGN,cust.0162@mail.test
ORD-00163,2024-06-01,,,Electronics,GCash,1,665.48,647.59,2.8,4,Attempt #0163 — rider note A501,TRK-2024-00163,cust.0163@mail.test
ORD-00164,2024-06-02,2024-06-05T15:51:00+08:00,Davao City,Home & Kitchen,Maya,2,696.83,1399.91,2,2,,PH-00164-X,cust.0164@mail.test
ORD-00165,2024-06-03,,,Electronics,Maya,10,,6656.7,3.4,5,,PH-00165-X,
ORD-00166,2024-06-04,,,Toys,GCash,6,409.66,1113.73,55.8,1,Attempt #0166 — rider note D517,,cust.0166@mail.test
,2024-02-08,,Cagayan de Oro,Beauty,Credit Card,2,605.28,285.31,75.9,,,TRK-2024-00042,
ORD-00167,2024-06-05,2024-06-09T11:36:00+08:00,Cebu City,Sports,,11,713.23,2885.89,62.3,2,,TRK-2024-00167,
,2024-05-30,2024-06-01T19:51:00+08:00,Davao City,Apparel,Credit Card,3,714.22,443.24,,5,"Leave at gate, ring twice",,CUST-0161
ORD-00168,2024-06-06,2024-06-08T14:12:00+08:00,Cebu City,Electronics,Maya,1,341.68,288.78,17.8,3,,TRK-2024-00168,CUST-0168
,2024-09-04,2024-09-05T06:45:00+08:00,Dasmariñas,Groceries,Credit Card,6,460.57,2426.49,10.2,,Contact before arrival,PH-00263-X,+63 917 000 0263
ORD-00169,2024-06-07,,Dasmariñas,Toys,Maya,8,674.99,5151.83,,,,TRK-2024-00169,
,2024-12-09,2024-12-12T16:29:00+08:00,Zamboanga,Apparel,Maya,11,807.53,2126.57,,1,"Buyer said ""urgent"" delivery",PENDING-ASSIGN,cust.0365@mail.test
ORD-00170,2024-06-08,,Las Piñas,Groceries,Credit Card,11,897.99,7897.57,,,Attempt #0170 — rider note A117,,CUST-0170
ORD-00171,2024-06-09,,Zamboanga,Electronics,Cash on Delivery,3,933.03,2395.18,16.9,2,Attempt #0171 — rider note D409,,+63 917 000 0171
ORD-00172,2024-06-10,2024-06-12T11:23:00+08:00,Quezon City,Books,Credit Card,482,767.64,355405.81,,4,Attempt #0172 — rider note A678,PH-00172-X,+63 917 000 0172
ORD-00173,2024-06-11,2024-06-16T13:57:00+08:00,Quezon City,Sports,Cash on Delivery,10,711.3,2572.19,64.6,3,,trk00173,+63 917 000 0173
ORD-00174,2024-06-12,,Quezon City,Electronics,Bank Transfer,2,574.79,1138.91,2.4,,,trk00174,
ORD-00175,2024-06-13,2024-06-14T09:39:00+08:00,,Electronics,Bank Transfer,4,634.98,N/A,4.7,1,,TRK-2024-00175,WALK-IN
ORD-00176,2024-06-14,,Baguio,Home & Kitchen,Credit Card,9,447.93,3868.07,5.2,4,,TRK-2024-00176,WALK-IN
ORD-00177,2024-06-14,2024-06-17T17:12:00+08:00,Baguio,Books,Cash on Delivery,418,925.49,348696.16,11.1,,,TRK-2024-00177,CUST-0177
,2024-06-15,2024-06-16T12:04:00Z,Davao City,Books,,7,379.37,817.79,68.7,2,,trk00178,+63 917 000 0178
ORD-00179,2024-06-16,2024-06-18T09:10:00+08:00,Baguio,Electronics,Cash on Delivery,479,872.8,349082.15,,,Attempt #0179 — rider note D112,PENDING-ASSIGN,
ORD-00180,2024-06-17,2024-06-20T12:26:00+08:00,Quezon City,Toys,Credit Card,4,435.45,1685.09,1.1,3,Attempt #0180 — rider note D285,TRK-2024-00180,CUST-0180
ORD-00181,2024-06-18,,Baguio,Beauty,Credit Card,12,4219.5,51470.71,0.8,,,PENDING-ASSIGN,WALK-IN
ORD-00182,2024-06-19,2024-06-21T09:39:00+08:00,Iloilo City,Books,Cash on Delivery,2,925.22,N/A,11.2,4,Attempt #0182 — rider note B127,trk00182,+63 917 000 0182
ORD-00183,,2024-06-25T06:24:00+08:00,Cagayan de Oro,Sports,,7,879.61,,,2,,PH-00183-X,
ORD-00184,2024-06-21,2024-06-25T13:26:00+08:00,Quezon City,Groceries,GCash,10,368.98,3648.4,2.9,1,,PENDING-ASSIGN,
ORD-00185,2024-06-22,2024-06-25T13:20:00+08:00,,Home & Kitchen,Bank Transfer,1,3843.68,1514.44,59.5,4,,trk00185,cust.0185@mail.test
ORD-00186,2024-06-23,2024-06-26T08:53:00+08:00,Muntinlupa,Books,,9,542.14,3950.87,16.8,5,,TRK-2024-00186,cust.0186@mail.test
,2024-01-07,2024-01-11T18:22:00Z,Baguio,Electronics,GCash,5,349.5,1643.13,,2,,PENDING-ASSIGN,+63 917 000 0008
ORD-00187,2024-06-24,2024-06-27T14:50:00+08:00,Bacoor,Beauty,GCash,8,611.69,4346.06,11.6,,,trk00187,cust.0187@mail.test
,2024-04-28,2024-04-29T15:05:00+08:00,,Sports,Maya,10,753.24,6332.17,,4,,trk00127,
ORD-00188,2024-06-25,2024-06-29T17:23:00+08:00,Baguio,Home & Kitchen,Maya,5,3782.95,3886.52,,,,PENDING-ASSIGN,
,2024-08-03,2024-08-05T06:34:00+08:00,Muntinlupa,Toys,Cash on Delivery,8,930.35,7119.54,5.7,3,Attempt #0229 — rider note D635,trk00229,WALK-IN
ORD-00189,2024-06-26,2024-06-27T07:02:00+08:00,Iloilo City,Home & Kitchen,Maya,8,637.31,4874.72,2.2,,配達済み — 玄関前に置いた,PH-00189-X,cust.0189@mail.test
,2024-11-07,2024-11-08T12:34:00+08:00,Baguio,Books,GCash,426,934.73,145869.74,64.1,5,,TRK-2024-00331,
ORD-00190,2024-06-27,,Baguio,Electronics,,10,648.96,6313.06,3.7,,Attempt #0190 — rider note B230,TRK-2024-00190,cust.0190@mail.test
ORD-00191,2024-06-28,2024-06-30T18:07:00+08:00,Las Piñas,Sports,Credit Card,2,600.09,1105.56,7.9,,Attempt #0191 — rider note B483,PENDING-ASSIGN,CUST-0191
ORD-00192,2024-06-29,2024-06-30T09:01:00+08:00,Muntinlupa,Electronics,Maya,12,710.88,6936.29,,5,Attempt #0192 — rider note B486,TRK-2024-00192,+63 917 000 0192
ORD-00193,2024-06-30,2024-07-04T16:31:00Z,Quezon City,Home & Kitchen,GCash,2,725.07,,,,Contact before arrival,trk00193,
ORD-00194,2024-07-01,,Cebu City,,Maya,7,,2064.66,57.7,,,PH-00194-X,CUST-0194
,2024-07-01,2024-07-02T09:05:00+08:00,Cebu City,Electronics,Maya,252,527.01,124501.45,6.9,2,Contact before arrival,PH-00195-X,WALK-IN
ORD-00196,2024-07-02,,Cebu City,Beauty,Bank Transfer,2,369.05,,,1,Attempt #0196 — rider note A504,,cust.0196@mail.test
ORD-00197,2024-07-03,,Las Piñas,,Bank Transfer,2,637.69,1086.92,16.5,5,,TRK-2024-00197,+63 917 000 0197
ORD-00198,2024-07-04,2024-07-09T12:49:00+08:00,Zamboanga,Beauty,Bank Transfer,2,800.44,1271.13,,,,,
ORD-00199,2024-07-05,2024-07-09T19:06:00Z,Davao City,Electronics,Maya,9,4670.13,35486.4,,2,,trk00199,WALK-IN
ORD-00200,2024-07-06,2024-07-07T14:45:00+08:00,,Electronics,Bank Transfer,5,426.03,257.69,88,1,,PENDING-ASSIGN,+63 917 000 0200
ORD-00201,2024-07-07,2024-07-09T08:06:00+08:00,,Electronics,Bank Transfer,9,3420.07,29704.27,,,,PH-00201-X,
ORD-00202,2024-07-08,2024-07-12T08:03:00+08:00,Cebu City,Books,Credit Card,303,806.2,212675.25,12,1,Attempt #0202 — rider note A167,TRK-2024-00202,cust.0202@mail.test
ORD-00203,2024-07-09,,Cagayan de Oro,Home & Kitchen,GCash,4,837.31,2976.84,11.9,3,Barangay hall pickup,PH-00203-X,+63 917 000 0203
ORD-00204,2024-07-10,,Bacoor,Apparel,Credit Card,245,332.51,79630.49,,3,,,cust.0204@mail.test
ORD-00205,2024-07-11,2024-07-14T07:56:00+08:00,Las Piñas,Beauty,Maya,,376.9,N/A,14.6,,Attempt #0205 — rider note C956,,+63 917 000 0205
ORD-00206,2024-07-12,,Quezon City,Groceries,GCash,12,4174.01,43069.79,11.6,3,,PENDING-ASSIGN,CUST-0206
ORD-00207,2024-07-13,2024-07-17T15:09:00+08:00,Dasmariñas,Electronics,Bank Transfer,1,706.95,608.93,15.6,3,,PH-00207-X,CUST-0207
,2024-03-27,,Bacoor,Toys,Bank Transfer,295,686.59,189734.58,7.8,4,Contact before arrival,TRK-2024-00093,cust.0093@mail.test
ORD-00208,2024-07-14,2024-07-16T07:12:00+08:00,Cagayan de Oro,Beauty,Cash on Delivery,186,763.33,121363.9,,3,,,cust.0208@mail.test
,2024-07-01,2024-07-02T09:05:00+08:00,Cebu City,Electronics,Maya,252,527.01,124501.45,6.9,2,Contact before arrival,PH-00195-X,WALK-IN
ORD-00209,2024-07-15,2024-07-20T10:06:00+08:00,Cebu City,Home & Kitchen,GCash,5,640.9,3188.55,1.8,,Attempt #0209 — rider note C328,TRK-2024-00209,WALK-IN
,2024-10-06,2024-10-07T12:35:00+08:00,Parañaque,Electronics,GCash,11,939.98,8458.37,,4,Attempt #0297 — rider note B741,trk00297,WALK-IN
ORD-00210,2024-07-16,2024-07-18T14:03:00Z,Davao City,Home & Kitchen,Cash on Delivery,4,,,,5,,trk00210,
ORD-00211,2024-07-17,2024-07-21T13:46:00Z,Zamboanga,Sports,Bank Transfer,3,3717.14,8974.16,,2,,trk00211,+63 917 000 0211
,2024-07-17,2024-07-22T12:50:00+08:00,Parañaque,Apparel,Bank Transfer,6,588.41,3083.68,,,,PENDING-ASSIGN,cust.0212@mail.test
ORD-00213,2024-07-18,,,Apparel,Cash on Delivery,,856.47,163871.99,64.5,5,Attempt #0213 — rider note C296,,+63 917 000 0213
ORD-00214,2024-07-19,,Davao City,Groceries,Credit Card,4,874,3227.08,10.2,1,Attempt #0214 — rider note C781,PH-00214-X,cust.0214@mail.test
ORD-00215,2024-07-20,2024-07-23T17:21:00Z,Zamboanga,Sports,Bank Transfer,6,613.47,3570,4.1,2,,PH-00215-X,cust.0215@mail.test
ORD-00216,2024-07-21,2024-07-23T17:52:00+08:00,Zamboanga,Electronics,Credit Card,3,3979.3,10066.92,,4,,,WALK-IN
ORD-00217,2024-07-22,,Iloilo City,Electronics,Maya,5,796.39,3784.73,5.5,,Attempt #0217 — rider note B932,PH-00217-X,
ORD-00218,2024-07-23,2024-07-28T07:46:00Z,Parañaque,Sports,GCash,512,4156.08,2110169.85,1.7,,Attempt #0218 — rider note D938,PH-00218-X,WALK-IN
ORD-00219,2024-07-24,2024-07-27T13:48:00+08:00,,Books,Maya,4,618.7,2110.12,,4,Attempt #0219 — rider note D360,trk00219,WALK-IN
ORD-00220,2024-07-25,2024-07-26T08:06:00Z,Quezon City,Beauty,Cash on Delivery,3,691.17,,10.5,5,配達済み — 玄関前に置いた,,+63 917 000 0220
ORD-00221,,2024-07-31T07:59:00+08:00,Zamboanga,Toys,Credit Card,12,579.73,5802.87,16.8,3,"Buyer said ""urgent"" delivery",,+63 917 000 0221
ORD-00222,2024-07-27,2024-08-01T07:26:00+08:00,Cebu City,Toys,Bank Transfer,12,920.15,10758.85,2.5,4,"Buyer said ""urgent"" delivery",trk00222,CUST-0222
ORD-00223,2024-07-28,2024-07-29T08:47:00+08:00,Muntinlupa,Sports,Maya,10,354.05,3097.14,12.1,3,,,
ORD-00224,2024-07-29,,Quezon City,Electronics,Credit Card,3,707.39,1781.07,15.6,,,trk00224,+63 917 000 0224
ORD-00225,2024-07-30,2024-08-01T07:03:00+08:00,,Toys,Cash on Delivery,11,584.76,6388,,,,TRK-2024-00225,cust.0225@mail.test
ORD-00226,2024-07-31,2024-08-05T17:52:00+08:00,Las Piñas,Books,Maya,1,522.16,523.87,2.1,,,trk00226,
ORD-00227,2024-08-01,,Iloilo City,Toys,GCash,498,4470.03,1898282.92,15.8,,Attempt #0227 — rider note D482,trk00227,WALK-IN
,2024-02-24,not shipped,Las Piñas,,Bank Transfer,10,849.19,7366.77,11.1,5,Attempt #0059 — rider note C441,,cust.0059@mail.test
ORD-00228,2024-08-02,2024-08-04T06:54:00Z,,Apparel,Cash on Delivery,336,442.13,N/A,18.1,,Attempt #0228 — rider note A658,,cust.0228@mail.test
,2024-05-30,2024-06-01T19:51:00+08:00,Davao City,Apparel,Credit Card,3,714.22,443.24,,5,"Leave at gate, ring twice",,CUST-0161
,2024-08-03,2024-08-05T06:34:00+08:00,Muntinlupa,Toys,Cash on Delivery,8,930.35,7119.54,5.7,3,Attempt #0229 — rider note D635,trk00229,WALK-IN
,2024-09-04,2024-09-05T06:45:00+08:00,Dasmariñas,Groceries,Credit Card,6,460.57,2426.49,10.2,,Contact before arrival,PH-00263-X,+63 917 000 0263
ORD-00230,2024-08-03,,Davao City,Books,Credit Card,12,851.01,9624.08,,,,PH-00230-X,+63 917 000 0230
ORD-00231,2024-08-04,,,Toys,Credit Card,9,852.77,6995.15,11.5,3,,PENDING-ASSIGN,
ORD-00232,,2024-08-09T12:53:00+08:00,Zamboanga,Home & Kitchen,Credit Card,8,866.27,6330.12,,1,Attempt #0232 — rider note A538,,cust.0232@mail.test
ORD-00233,2024-08-06,,Bacoor,Toys,Cash on Delivery,7,611.22,1644.76,60.6,,,trk00233,cust.0233@mail.test
ORD-00234,2024-08-07,2024-08-10T07:01:00+08:00,Cebu City,Books,GCash,4,464.4,,88.8,,Attempt #0234 — rider note A674,PENDING-ASSIGN,
ORD-00235,2024-08-08,,Iloilo City,,GCash,4,369.33,1331.02,12.4,,配達済み — 玄関前に置いた,PENDING-ASSIGN,
ORD-00236,2024-08-09,2024-08-10T14:15:00+08:00,Cagayan de Oro,Electronics,Maya,316,399.01,103173.37,18.8,1,配達済み — 玄関前に置いた,PH-00236-X,+63 917 000 0236
ORD-00237,2024-08-10,,Zamboanga,Beauty,GCash,1,680.69,660.2,0.8,1,Attempt #0237 — rider note B627,,+63 917 000 0237
ORD-00238,2024-08-11,2024-08-13T09:28:00+08:00,Parañaque,Beauty,,11,4285.01,44201.66,,5,"Buyer said ""urgent"" delivery",trk00238,
ORD-00239,2024-08-12,2024-08-15T12:19:00+08:00,Dasmariñas,Home & Kitchen,Cash on Delivery,7,574.39,3972.28,3.9,5,Contact before arrival,PENDING-ASSIGN,+63 917 000 0239
ORD-00240,2024-08-13,,Dasmariñas,Sports,Cash on Delivery,352,387.72,135909.53,1,3,Attempt #0240 — rider note C411,PH-00240-X,cust.0240@mail.test
ORD-00241,2024-08-14,,Quezon City,Sports,Credit Card,11,884.12,1679.1,82.9,,"Gift wrap requested, no invoice inside",PENDING-ASSIGN,
ORD-00242,2024-08-15,2024-08-16T16:42:00+08:00,Las Piñas,Sports,Maya,10,323.77,2656.82,17.5,,"Gift wrap requested, no invoice inside",trk00242,WALK-IN
ORD-00243,2024-08-16,,Las Piñas,,Maya,8,922.53,,,2,,PENDING-ASSIGN,
ORD-00244,2024-08-17,2024-08-20T11:12:00+08:00,Muntinlupa,Books,,11,323.9,1305.39,62.8,5,Attempt #0244 — rider note A310,PENDING-ASSIGN,+63 917 000 0244
ORD-00245,2024-08-18,2024-08-22T14:42:00+08:00,Bacoor,Toys,Maya,7,737.28,4928.79,,3,Attempt #0245 — rider note B679,PENDING-ASSIGN,+63 917 000 0245
,2024-08-19,2024-08-24T17:32:00+08:00,Dasmariñas,Electronics,Credit Card,169,781.78,116824.73,13,3,配達済み — 玄関前に置いた,PENDING-ASSIGN,CUST-0246
ORD-00247,2024-08-19,,Muntinlupa,Sports,Maya,6,483.3,978.09,,4,Attempt #0247 — rider note C428,PENDING-ASSIGN,+63 917 000 0247
,2024-01-23,,Dasmariñas,Apparel,Cash on Delivery,293,432.52,114553.41,,5,Contact before arrival,PENDING-ASSIGN,
ORD-00248,2024-08-20,2024-08-25T16:14:00Z,Parañaque,Books,Bank Transfer,8,481.45,951.24,75.2,,Contact before arrival,,CUST-0248
,2024-04-28,2024-04-29T15:05:00+08:00,,Sports,Maya,10,753.24,6332.17,,4,,trk00127,
ORD-00249,2024-08-21,2024-08-26T16:34:00+08:00,Iloilo City,Electronics,Credit Card,6,661.95,3321.54,,,Attempt #0249 — rider note A565,,cust.0249@mail.test
,2024-08-03,2024-08-05T06:34:00+08:00,Muntinlupa,Toys,Cash on Delivery,8,930.35,7119.54,5.7,3,Attempt #0229 — rider note D635,trk00229,WALK-IN
ORD-00250,2024-08-22,2024-08-27T09:06:00+08:00,Bacoor,Electronics,Bank Transfer,1,650.43,256.28,60.1,4,Attempt #0250 — rider note A675,trk00250,cust.0250@mail.test
,2024-11-23,2024-11-25T19:32:00Z,Davao City,Home & Kitchen,,3,737.69,,,3,"Buyer said ""urgent"" delivery",PENDING-ASSIGN,WALK-IN
ORD-00251,2024-08-23,,Las Piñas,Apparel,GCash,4,407.46,1509.04,7,2,Attempt #0251 — rider note D630,PH-00251-X,CUST-0251
ORD-00252,2024-08-24,2024-08-25T10:47:00+08:00,Parañaque,Home & Kitchen,Credit Card,1,377.21,353.17,7.2,,,,+63 917 000 0252
ORD-00253,2024-08-25,2024-08-29T11:03:00Z,Davao City,Toys,Cash on Delivery,443,500.08,192978.93,14.5,,,PH-00253-X,+63 917 000 0253
ORD-00254,2024-08-26,2024-08-29T12:29:00+08:00,Baguio,Toys,Credit Card,5,826.13,1257.04,70.1,2,,PENDING-ASSIGN,+63 917 000 0254
ORD-00255,2024-08-27,2024-08-29T15:57:00+08:00,Dasmariñas,Sports,GCash,8,677.32,4674.07,14.3,1,,TRK-2024-00255,cust.0255@mail.test
ORD-00256,2024-08-28,,Cebu City,Toys,,444,499.23,30820.79,86.4,4,,PH-00256-X,cust.0256@mail.test
ORD-00257,2024-08-29,2024-09-03T06:48:00+08:00,Parañaque,Home & Kitchen,Cash on Delivery,1,788.96,171.49,,,,TRK-2024-00257,cust.0257@mail.test
ORD-00258,2024-08-30,2024-09-01T09:18:00+08:00,Bacoor,Electronics,Maya,11,433.32,4359.88,10.6,1,,,+63 917 000 0258
ORD-00259,2024-08-31,TBD,Muntinlupa,Groceries,Maya,12,496.48,5307.9,10.3,3,Attempt #0259 — rider note D303,TRK-2024-00259,cust.0259@mail.test
ORD-00260,2024-09-01,,Cagayan de Oro,Toys,Cash on Delivery,1,550.54,444.9,,,Contact before arrival,TRK-2024-00260,WALK-IN
ORD-00261,2024-09-02,2024-09-05T16:31:00Z,Cagayan de Oro,Beauty,GCash,2,506.66,861.79,17.1,,,,
ORD-00262,2024-09-03,2024-09-05T10:10:00Z,Bacoor,Electronics,Credit Card,12,806.18,8898.24,5.7,,Attempt #0262 — rider note D571,TRK-2024-00262,CUST-0262
,2024-09-04,2024-09-05T06:45:00+08:00,Dasmariñas,Groceries,Credit Card,6,460.57,2426.49,10.2,,Contact before arrival,PH-00263-X,+63 917 000 0263
ORD-00264,2024-09-05,2024-09-10T07:34:00+08:00,Las Piñas,Books,GCash,2,634.21,1197.63,4.1,5,,trk00264,
ORD-00265,2024-09-05,,Cebu City,Sports,Maya,10,,7173.08,15.5,1,,,cust.0265@mail.test
ORD-00266,2024-09-06,,Cebu City,Home & Kitchen,GCash,1,808.8,670.32,18.9,,Attempt #0266 — rider note C866,TRK-2024-00266,+63 917 000 0266
ORD-00267,2024-09-07,2024-09-10T07:48:00+08:00,,Toys,Maya,2,448.35,810.95,9.7,,Attempt #0267 — rider note A950,trk00267,CUST-0267
ORD-00268,2024-09-08,2024-09-09T17:39:00+08:00,Davao City,Toys,Bank Transfer,9,541.6,4325.32,9,4,Attempt #0268 — rider note D335,PENDING-ASSIGN,CUST-0268
,2024-03-27,,Bacoor,Toys,Bank Transfer,295,686.59,189734.58,7.8,4,Contact before arrival,TRK-2024-00093,cust.0093@mail.test
ORD-00269,2024-09-09,2024-09-11T11:29:00+08:00,Muntinlupa,Electronics,Bank Transfer,9,342.1,415.68,86.3,3,Attempt #0269 — rider note A716,,
,2024-07-01,2024-07-02T09:05:00+08:00,Cebu City,Electronics,Maya,252,527.01,124501.45,6.9,2,Contact before arrival,PH-00195-X,WALK-IN
ORD-00270,2024-09-10,2024-09-15T15:29:00+08:00,Dasmariñas,Home & Kitchen,Bank Transfer,10,814.86,1449.5,82.7,2,,PH-00270-X,WALK-IN
,2024-10-22,,Dasmariñas,Sports,Cash on Delivery,1,458.93,401.3,11.3,,Attempt #0314 — rider note A236,trk00314,CUST-0314
ORD-00271,2024-09-11,2024-09-13T16:01:00+08:00,Davao City,Electronics,Maya,7,720.29,1299.51,74.2,5,,TRK-2024-00271,+63 917 000 0271
ORD-00272,2024-09-12,2024-09-14T12:18:00+08:00,Quezon City,Home & Kitchen,Bank Transfer,2,796.53,1379.41,,5,,TRK-2024-00272,
ORD-00273,2024-09-13,2024-09-16T13:24:00Z,Davao City,Sports,,4,569.62,2154.47,2.6,,"Leave at gate, ring twice",trk00273,CUST-0273
ORD-00274,2024-09-14,2024-09-18T14:02:00+08:00,Parañaque,Toys,Maya,4,839.79,2758.32,17.4,,,trk00274,cust.0274@mail.test
ORD-00275,2024-09-15,2024-09-19T19:58:00+08:00,Cagayan de Oro,Apparel,GCash,6,800.61,1067.19,77.3,,,PENDING-ASSIGN,cust.0275@mail.test
ORD-00276,2024-09-16,2024-09-21T15:35:00Z,Cebu City,Electronics,Credit Card,2,335.09,91.4,86.1,2,Attempt #0276 — rider note A257,,
ORD-00277,2024-09-17,2024-09-22T19:06:00+08:00,Dasmariñas,Home & Kitchen,Maya,11,630.42,1243.64,82,2,"Leave at gate, ring twice",PH-00277-X,cust.0277@mail.test
ORD-00278,2024-09-18,2024-09-22T13:53:00+08:00,Iloilo City,Toys,Maya,2,560,966.01,12.6,1,,trk00278,
ORD-00279,2024-09-19,2024-09-23T16:23:00Z,Cagayan de Oro,Sports,Credit Card,9,352.72,2958.28,7.8,5,Attempt #0279 — rider note C229,PH-00279-X,
,2024-09-20,,Davao City,Beauty,Maya,,326.33,1146.52,60.2,4,"Buyer said ""urgent"" delivery",trk00280,WALK-IN
ORD-00281,2024-09-21,,Dasmariñas,Apparel,GCash,456,649.01,242175.78,15.9,3,配達済み — 玄関前に置いた,PENDING-ASSIGN,CUST-0281
ORD-00282,2024-09-21,2024-09-25T08:44:00+08:00,,Electronics,Maya,11,756.65,7288.4,,3,,trk00282,+63 917 000 0282
ORD-00283,2024-09-22,,Dasmariñas,Books,GCash,1,619.55,542.69,12.5,,,TRK-2024-00283,+63 917 000 0283
ORD-00284,2024-09-23,2024-09-25T13:38:00+08:00,Muntinlupa,Apparel,Maya,7,3856.68,23668.75,11,,Attempt #0284 — rider note D759,trk00284,
ORD-00285,2024-09-24,2024-09-29T07:19:00+08:00,Iloilo City,Beauty,Maya,10,363.52,1387.22,62,,Contact before arrival,,CUST-0285
ORD-00286,2024-09-25,2024-09-27T16:24:00+08:00,Dasmariñas,Apparel,Cash on Delivery,12,499.6,N/A,5,3,Attempt #0286 — rider note D782,PH-00286-X,
ORD-00287,2024-09-26,2024-09-29T09:00:00+08:00,Zamboanga,Sports,Credit Card,1,831.52,718.57,,2,配達済み — 玄関前に置いた,TRK-2024-00287,cust.0287@mail.test
ORD-00288,2024-09-27,2024-09-29T19:32:00+08:00,Iloilo City,Toys,GCash,8,930.16,6688.63,,2,,PH-00288-X,WALK-IN
,2024-02-24,not shipped,Las Piñas,,Bank Transfer,10,849.19,7366.77,11.1,5,Attempt #0059 — rider note C441,,cust.0059@mail.test
ORD-00289,2024-09-28,2024-09-29T09:34:00Z,,Electronics,Bank Transfer,5,369.99,1600.81,,3,Attempt #0289 — rider note A702,PH-00289-X,CUST-0289
,2024-05-30,2024-06-01T19:51:00+08:00,Davao City,Apparel,Credit Card,3,714.22,443.24,,5,"Leave at gate, ring twice",,CUST-0161
ORD-00290,2024-09-29,,Bacoor,Electronics,Maya,8,902.51,6657.77,5,3,Contact before arrival,,
,2024-09-20,,Davao City,Beauty,Maya,,326.33,1146.52,60.2,4,"Buyer said ""urgent"" delivery",trk00280,WALK-IN
ORD-00291,2024-09-30,2024-10-02T10:06:00+08:00,Cebu City,Home & Kitchen,GCash,4,538.92,1983.2,8.8,,,PH-00291-X,cust.0291@mail.test
ORD-00292,2024-10-01,2024-10-04T10:09:00+08:00,Zamboanga,Apparel,Maya,1,665.92,558.42,14.2,4,,PENDING-ASSIGN,+63 917 000 0292
ORD-00293,2024-10-02,2024-10-03T14:16:00+08:00,,Sports,GCash,173,597.37,87362.89,14.3,,Attempt #0293 — rider note B771,TRK-2024-00293,+63 917 000 0293
ORD-00294,2024-10-03,2024-10-07T07:01:00Z,Baguio,Beauty,Bank Transfer,2,426.18,825.88,1.2,3,Attempt #0294 — rider note C486,PENDING-ASSIGN,+63 917 000 0294
ORD-00295,2024-10-04,2024-10-08T19:01:00+08:00,Parañaque,Electronics,Bank Transfer,9,756.54,6667.29,1.3,,Attempt #0295 — rider note B787,PH-00295-X,
ORD-00296,2024-10-05,,Iloilo City,Toys,Bank Transfer,11,337.75,3421.1,6.3,2,Attempt #0296 — rider note B616,,cust.0296@mail.test
,2024-10-06,2024-10-07T12:35:00+08:00,Parañaque,Electronics,GCash,11,939.98,8458.37,,4,Attempt #0297 — rider note B741,trk00297,WALK-IN
ORD-00298,2024-10-07,2024-10-11T17:22:00+08:00,Bacoor,Toys,GCash,8,889.4,6598.82,4.6,5,Attempt #0298 — rider note D493,PH-00298-X,
ORD-00299,2024-10-08,2024-10-12T18:20:00+08:00,Iloilo City,Home & Kitchen,Maya,2,453.12,918.9,0.3,2,Attempt #0299 — rider note A772,PENDING-ASSIGN,cust.0299@mail.test
